Buttehouse Prunes Northwest SMP 1,Irrigation Zone 16"-36",Soil Moisture 12",Soil Moisture 16",Soil Moisture 20",Soil Moisture 36",Soil Moisture 48",Pressure Switch Port B
5/23/2020 10:00:00 PM,59.36,3.53,6.58,12.31,40.46,34.89,1
5/23/2020 9:00:00 PM,59.33,3.53,6.57,12.31,40.46,34.82,1
5/23/2020 8:00:00 PM,59.32,3.54,6.56,12.3,40.46,34.73,1
5/23/2020 7:00:00 PM,59.32,3.54,6.54,12.3,40.48,34.65,1
5/23/2020 6:00:00 PM,59.35,3.53,6.53,12.32,40.5,34.61,1
5/23/2020 5:00:00 PM,59.43,3.51,6.54,12.34,40.55,34.59,1
5/23/2020 4:00:00 PM,59.52,3.49,6.55,12.38,40.59,34.6,1
5/23/2020 3:00:00 PM,59.62,3.47,6.57,12.42,40.63,34.61,1
5/23/2020 2:00:00 PM,59.72,3.46,6.6,12.46,40.66,34.63,1
5/23/2020 1:00:00 PM,59.8,3.46,6.61,12.5,40.69,34.66,1
5/23/2020 12:00:00 PM,59.89,3.47,6.63,12.54,40.71,34.7,1
5/23/2020 11:00:00 AM,60.01,3.48,6.67,12.59,40.76,34.74,1
5/23/2020 10:00:00 AM,60.13,3.49,6.7,12.63,40.8,34.79,1
5/23/2020 9:00:00 AM,60.23,3.5,6.73,12.67,40.83,34.84,1
5/23/2020 8:00:00 AM,60.29,3.51,6.75,12.7,40.85,34.88,1
5/23/2020 7:00:00 AM,60.35,3.52,6.76,12.73,40.86,34.93,1
5/23/2020 6:00:00 AM,60.4,3.53,6.78,12.74,40.87,34.97,1
5/23/2020 5:00:00 AM,60.42,3.53,6.78,12.75,40.88,34.96,1
5/23/2020 4:00:00 AM,60.43,3.53,6.79,12.77,40.88,34.94,1
5/23/2020 3:00:00 AM,60.44,3.54,6.79,12.77,40.88,34.92,1
5/23/2020 2:00:00 AM,60.45,3.55,6.79,12.78,40.88,34.89,1
5/23/2020 1:00:00 AM,60.45,3.56,6.79,12.78,40.88,34.86,1
5/23/2020 12:00:00 AM,60.46,3.56,6.79,12.79,40.88,34.82,1
5/22/2020 11:00:00 PM,60.46,3.57,6.79,12.79,40.88,34.78,1
5/22/2020 10:00:00 PM,60.46,3.58,6.79,12.79,40.88,34.73,1
5/22/2020 9:00:00 PM,60.45,3.58,6.78,12.79,40.88,34.67,1
5/22/2020 8:00:00 PM,60.45,3.59,6.78,12.8,40.88,34.59,1
5/22/2020 7:00:00 PM,60.47,3.59,6.77,12.81,40.89,34.52,1
5/22/2020 6:00:00 PM,60.52,3.58,6.77,12.84,40.92,34.49,1
5/22/2020 5:00:00 PM,60.62,3.58,6.79,12.87,40.96,34.47,1
5/22/2020 4:00:00 PM,60.71,3.58,6.81,12.91,40.99,34.49,1
5/22/2020 3:00:00 PM,60.8,3.58,6.83,12.95,41.02,34.51,1
5/22/2020 2:00:00 PM,60.91,3.59,6.85,13,41.06,34.54,1
5/22/2020 1:00:00 PM,61.02,3.61,6.89,13.05,41.09,34.59,1
5/22/2020 12:00:00 PM,61.12,3.62,6.91,13.09,41.12,34.64,1
5/22/2020 11:00:00 AM,61.23,3.64,6.94,13.13,41.16,34.68,1
5/22/2020 10:00:00 AM,61.34,3.67,6.97,13.17,41.19,34.74,1
5/22/2020 9:00:00 AM,61.43,3.69,7,13.21,41.22,34.79,1
5/22/2020 8:00:00 AM,61.48,3.71,7.02,13.23,41.24,34.84,1
5/22/2020 7:00:00 AM,61.51,3.72,7.03,13.24,41.24,34.88,1
5/22/2020 6:00:00 AM,61.52,3.71,7.03,13.24,41.25,34.89,1
5/22/2020 5:00:00 AM,61.53,3.7,7.03,13.25,41.25,34.88,1
5/22/2020 4:00:00 AM,61.54,3.69,7.03,13.25,41.25,34.85,1
5/22/2020 3:00:00 AM,61.55,3.69,7.04,13.26,41.25,34.82,1
5/22/2020 2:00:00 AM,61.56,3.7,7.04,13.26,41.26,34.79,1
5/22/2020 1:00:00 AM,61.56,3.71,7.04,13.27,41.26,34.75,1
5/22/2020 12:00:00 AM,61.55,3.72,7.03,13.26,41.26,34.71,1
5/21/2020 11:00:00 PM,61.54,3.73,7.03,13.25,41.26,34.66,1
5/21/2020 10:00:00 PM,61.52,3.74,7.02,13.25,41.25,34.61,1
5/21/2020 9:00:00 PM,61.49,3.74,7,13.24,41.25,34.54,1
5/21/2020 8:00:00 PM,61.48,3.75,6.99,13.23,41.26,34.47,1
5/21/2020 7:00:00 PM,61.47,3.75,6.97,13.23,41.27,34.41,1
5/21/2020 6:00:00 PM,61.5,3.74,6.97,13.24,41.29,34.38,1
5/21/2020 5:00:00 PM,61.56,3.73,6.96,13.26,41.34,34.36,1
5/21/2020 4:00:00 PM,61.62,3.71,6.97,13.28,41.37,34.38,1
5/21/2020 3:00:00 PM,61.71,3.7,6.99,13.32,41.4,34.4,1
5/21/2020 2:00:00 PM,61.8,3.69,7.01,13.36,41.43,34.44,1
5/21/2020 1:00:00 PM,61.91,3.7,7.04,13.41,41.46,34.49,1
5/21/2020 12:00:00 PM,62.01,3.71,7.07,13.45,41.49,34.56,1
5/21/2020 11:00:00 AM,62.12,3.72,7.1,13.49,41.52,34.61,1
5/21/2020 10:00:00 AM,62.21,3.73,7.12,13.53,41.56,34.67,1
5/21/2020 9:00:00 AM,62.31,3.75,7.15,13.57,41.59,34.73,1
5/21/2020 8:00:00 AM,62.37,3.77,7.17,13.59,41.61,34.79,1
5/21/2020 7:00:00 AM,62.42,3.78,7.18,13.6,41.63,34.83,1
5/21/2020 6:00:00 AM,62.43,3.79,7.18,13.61,41.64,34.84,1
5/21/2020 5:00:00 AM,62.42,3.77,7.18,13.61,41.64,34.83,1
5/21/2020 4:00:00 AM,62.42,3.76,7.17,13.61,41.64,34.81,1
5/21/2020 3:00:00 AM,62.42,3.76,7.17,13.61,41.64,34.79,1
5/21/2020 2:00:00 AM,62.41,3.75,7.16,13.61,41.64,34.76,1
5/21/2020 1:00:00 AM,62.39,3.75,7.15,13.61,41.64,34.72,1
5/21/2020 12:00:00 AM,62.37,3.75,7.14,13.6,41.63,34.69,1
5/20/2020 11:00:00 PM,62.36,3.75,7.13,13.6,41.63,34.65,1
5/20/2020 10:00:00 PM,62.33,3.75,7.12,13.59,41.62,34.6,1
5/20/2020 9:00:00 PM,62.31,3.75,7.11,13.58,41.62,34.54,1
5/20/2020 8:00:00 PM,62.3,3.76,7.1,13.57,41.63,34.46,1
5/20/2020 7:00:00 PM,62.29,3.76,7.08,13.57,41.64,34.38,1
5/20/2020 6:00:00 PM,62.32,3.75,7.07,13.58,41.67,34.34,1
5/20/2020 5:00:00 PM,62.39,3.74,7.07,13.6,41.72,34.34,1
5/20/2020 4:00:00 PM,62.45,3.72,7.08,13.63,41.74,34.35,1
5/20/2020 3:00:00 PM,62.55,3.71,7.1,13.67,41.78,34.38,1
5/20/2020 2:00:00 PM,62.64,3.7,7.12,13.71,41.81,34.42,1
5/20/2020 1:00:00 PM,62.73,3.7,7.15,13.75,41.83,34.47,1
5/20/2020 12:00:00 PM,62.81,3.71,7.17,13.79,41.85,34.52,1
5/20/2020 11:00:00 AM,62.93,3.71,7.2,13.84,41.89,34.58,1
5/20/2020 10:00:00 AM,63.02,3.72,7.23,13.87,41.92,34.64,1
5/20/2020 9:00:00 AM,63.09,3.73,7.24,13.9,41.95,34.68,1
5/20/2020 8:00:00 AM,63.13,3.75,7.26,13.91,41.96,34.72,1
5/20/2020 7:00:00 AM,63.16,3.75,7.26,13.93,41.97,34.77,1
5/20/2020 6:00:00 AM,63.18,3.75,7.27,13.93,41.98,34.77,1
5/20/2020 5:00:00 AM,63.18,3.74,7.27,13.94,41.98,34.77,1
5/20/2020 4:00:00 AM,63.2,3.74,7.27,13.94,41.99,34.75,1
5/20/2020 3:00:00 AM,63.21,3.76,7.27,13.94,41.99,34.73,1
5/20/2020 2:00:00 AM,63.21,3.76,7.27,13.94,41.99,34.7,1
5/20/2020 1:00:00 AM,63.22,3.76,7.27,13.94,42,34.68,1
5/20/2020 12:00:00 AM,63.22,3.77,7.27,13.94,42,34.65,1
5/19/2020 11:00:00 PM,63.21,3.77,7.26,13.94,42.01,34.61,1
5/19/2020 10:00:00 PM,63.2,3.78,7.25,13.94,42.01,34.57,1
5/19/2020 9:00:00 PM,63.18,3.79,7.25,13.93,42.01,34.51,1
5/19/2020 8:00:00 PM,63.17,3.79,7.23,13.92,42.02,34.44,1
5/19/2020 7:00:00 PM,63.18,3.79,7.22,13.93,42.03,34.38,1
5/19/2020 6:00:00 PM,63.2,3.78,7.21,13.94,42.06,34.35,1
5/19/2020 5:00:00 PM,63.25,3.78,7.2,13.96,42.09,34.36,1
5/19/2020 4:00:00 PM,63.32,3.76,7.21,13.99,42.12,34.36,1
5/19/2020 3:00:00 PM,63.39,3.75,7.22,14.02,42.15,34.39,1
5/19/2020 2:00:00 PM,63.48,3.75,7.24,14.06,42.18,34.44,1
5/19/2020 1:00:00 PM,63.57,3.75,7.26,14.11,42.2,34.5,1
5/19/2020 12:00:00 PM,63.65,3.76,7.28,14.14,42.22,34.56,1
5/19/2020 11:00:00 AM,63.73,3.76,7.3,14.17,42.25,34.6,1
5/19/2020 10:00:00 AM,63.8,3.77,7.32,14.2,42.28,34.65,1
5/19/2020 9:00:00 AM,63.85,3.77,7.33,14.23,42.29,34.7,1
5/19/2020 8:00:00 AM,63.86,3.77,7.34,14.24,42.29,34.73,1
5/19/2020 7:00:00 AM,63.87,3.78,7.34,14.24,42.29,34.75,1
5/19/2020 6:00:00 AM,63.88,3.78,7.34,14.25,42.29,34.73,1
5/19/2020 5:00:00 AM,63.89,3.78,7.35,14.25,42.29,34.72,1
5/19/2020 4:00:00 AM,63.9,3.78,7.35,14.26,42.29,34.71,1
5/19/2020 3:00:00 AM,63.9,3.77,7.35,14.26,42.29,34.69,1
5/19/2020 2:00:00 AM,63.9,3.76,7.35,14.26,42.29,34.67,1
5/19/2020 1:00:00 AM,63.91,3.76,7.35,14.27,42.29,34.65,1
5/19/2020 12:00:00 AM,63.92,3.75,7.35,14.27,42.3,34.63,1
5/18/2020 11:00:00 PM,63.92,3.75,7.34,14.27,42.3,34.59,1
5/18/2020 10:00:00 PM,63.92,3.75,7.34,14.28,42.3,34.56,1
5/18/2020 9:00:00 PM,63.93,3.76,7.34,14.28,42.31,34.52,1
5/18/2020 8:00:00 PM,63.93,3.76,7.33,14.29,42.31,34.47,1
5/18/2020 7:00:00 PM,63.92,3.75,7.33,14.29,42.31,34.41,1
5/18/2020 6:00:00 PM,63.92,3.75,7.32,14.29,42.3,34.34,1
5/18/2020 5:00:00 PM,63.94,3.75,7.32,14.3,42.32,34.26,1
5/18/2020 4:00:00 PM,63.99,3.74,7.32,14.32,42.35,34.23,1
5/18/2020 3:00:00 PM,64.07,3.74,7.34,14.36,42.37,34.27,1
5/18/2020 2:00:00 PM,64.15,3.74,7.35,14.39,42.4,34.31,1
5/18/2020 1:00:00 PM,64.21,3.75,7.37,14.42,42.42,34.36,1
5/18/2020 12:00:00 PM,64.27,3.75,7.38,14.45,42.44,34.38,1
5/18/2020 11:00:00 AM,64.36,3.75,7.4,14.49,42.47,34.44,1
5/18/2020 10:00:00 AM,64.43,3.76,7.41,14.52,42.5,34.51,1
5/18/2020 9:00:00 AM,64.49,3.76,7.42,14.54,42.52,34.56,1
5/18/2020 8:00:00 AM,64.5,3.76,7.43,14.55,42.52,34.61,1
5/18/2020 7:00:00 AM,64.51,3.76,7.43,14.56,42.52,34.61,1
5/18/2020 6:00:00 AM,64.53,3.76,7.43,14.56,42.53,34.6,1
5/18/2020 5:00:00 AM,64.54,3.75,7.43,14.57,42.53,34.58,1
5/18/2020 4:00:00 AM,64.54,3.75,7.44,14.58,42.53,34.55,1
5/18/2020 3:00:00 AM,64.55,3.75,7.44,14.58,42.53,34.52,1
5/18/2020 2:00:00 AM,64.56,3.75,7.44,14.59,42.53,34.49,1
5/18/2020 1:00:00 AM,64.58,3.76,7.44,14.6,42.54,34.45,1
5/18/2020 12:00:00 AM,64.59,3.77,7.44,14.61,42.54,34.41,1
5/17/2020 11:00:00 PM,64.59,3.77,7.44,14.61,42.54,34.36,1
5/17/2020 10:00:00 PM,64.6,3.78,7.44,14.62,42.54,34.3,1
5/17/2020 9:00:00 PM,64.6,3.78,7.44,14.63,42.54,34.23,1
5/17/2020 8:00:00 PM,64.62,3.78,7.44,14.64,42.54,34.15,1
5/17/2020 7:00:00 PM,64.64,3.79,7.44,14.65,42.56,34.07,1
5/17/2020 6:00:00 PM,64.73,3.79,7.45,14.69,42.59,34.06,1
5/17/2020 5:00:00 PM,64.81,3.8,7.46,14.73,42.62,34.06,1
5/17/2020 4:00:00 PM,64.91,3.8,7.49,14.77,42.65,34.09,1
5/17/2020 3:00:00 PM,65.06,3.82,7.53,14.84,42.69,34.17,1
5/17/2020 2:00:00 PM,65.17,3.83,7.55,14.89,42.73,34.23,1
5/17/2020 1:00:00 PM,65.3,3.84,7.59,14.94,42.76,34.32,1
5/17/2020 12:00:00 PM,65.41,3.86,7.61,15,42.81,34.42,1
5/17/2020 11:00:00 AM,65.52,3.87,7.63,15.05,42.84,34.52,0.767
5/17/2020 10:00:00 AM,65.57,3.88,7.65,15.07,42.85,34.58,0
5/17/2020 9:00:00 AM,65.6,3.89,7.66,15.09,42.85,34.6,0
5/17/2020 8:00:00 AM,65.62,3.9,7.66,15.09,42.86,34.6,0.245
5/17/2020 7:00:00 AM,65.63,3.9,7.66,15.1,42.86,34.59,0.63
5/17/2020 6:00:00 AM,65.64,3.91,7.67,15.11,42.86,34.57,0.92
5/17/2020 5:00:00 AM,65.65,3.91,7.67,15.12,42.86,34.56,0.69
5/17/2020 4:00:00 AM,65.65,3.92,7.67,15.12,42.86,34.54,0.44
5/17/2020 3:00:00 AM,65.66,3.92,7.67,15.12,42.86,34.52,0.882
5/17/2020 2:00:00 AM,65.66,3.93,7.67,15.13,42.86,34.49,0.973
5/17/2020 1:00:00 AM,65.65,3.93,7.67,15.13,42.85,34.47,1
5/17/2020 12:00:00 AM,65.64,3.93,7.66,15.13,42.85,34.42,1
5/16/2020 11:00:00 PM,65.63,3.92,7.66,15.13,42.85,34.37,1
5/16/2020 10:00:00 PM,65.62,3.92,7.65,15.13,42.85,34.32,1
5/16/2020 9:00:00 PM,65.63,3.93,7.65,15.13,42.85,34.26,1
5/16/2020 8:00:00 PM,65.63,3.93,7.65,15.14,42.84,34.18,1
5/16/2020 7:00:00 PM,65.63,3.94,7.64,15.15,42.85,34.1,1
5/16/2020 6:00:00 PM,65.64,3.94,7.64,15.15,42.85,34.02,1
5/16/2020 5:00:00 PM,65.71,3.94,7.64,15.19,42.88,33.99,1
5/16/2020 4:00:00 PM,65.84,3.96,7.67,15.24,42.93,34,1
5/16/2020 3:00:00 PM,65.97,3.97,7.7,15.3,42.97,34.03,1
5/16/2020 2:00:00 PM,66.1,3.98,7.74,15.36,43.01,34.08,1
5/16/2020 1:00:00 PM,66.27,3.99,7.78,15.43,43.05,34.16,1
5/16/2020 12:00:00 PM,66.42,4.01,7.83,15.5,43.09,34.25,1
5/16/2020 11:00:00 AM,66.59,4.03,7.88,15.58,43.14,34.35,1
5/16/2020 10:00:00 AM,66.74,4.06,7.92,15.64,43.18,34.46,1
5/16/2020 9:00:00 AM,66.85,4.07,7.95,15.69,43.22,34.55,1
5/16/2020 8:00:00 AM,66.94,4.09,7.96,15.73,43.25,34.63,1
5/16/2020 7:00:00 AM,66.98,4.1,7.97,15.74,43.26,34.68,1
5/16/2020 6:00:00 AM,67,4.1,7.98,15.75,43.27,34.7,1
5/16/2020 5:00:00 AM,67.02,4.11,7.98,15.76,43.28,34.7,1
5/16/2020 4:00:00 AM,67.02,4.11,7.98,15.76,43.28,34.68,1
5/16/2020 3:00:00 AM,67.02,4.12,7.98,15.76,43.28,34.66,1
5/16/2020 2:00:00 AM,67.02,4.13,7.97,15.76,43.29,34.65,1
5/16/2020 1:00:00 AM,67.01,4.13,7.97,15.75,43.29,34.62,1
5/16/2020 12:00:00 AM,67,4.13,7.96,15.75,43.29,34.58,1
5/15/2020 11:00:00 PM,66.99,4.13,7.96,15.75,43.28,34.55,1
5/15/2020 10:00:00 PM,66.99,4.13,7.96,15.75,43.28,34.49,1
5/15/2020 9:00:00 PM,66.95,4.13,7.94,15.73,43.28,34.43,1
5/15/2020 8:00:00 PM,66.94,4.14,7.93,15.73,43.28,34.35,1
5/15/2020 7:00:00 PM,66.94,4.15,7.92,15.73,43.29,34.27,1
5/15/2020 6:00:00 PM,66.98,4.14,7.91,15.75,43.32,34.23,1
5/15/2020 5:00:00 PM,67.07,4.14,7.92,15.79,43.36,34.23,1
5/15/2020 4:00:00 PM,67.21,4.14,7.96,15.85,43.41,34.26,1
5/15/2020 3:00:00 PM,67.35,4.15,7.99,15.91,43.45,34.31,1
5/15/2020 2:00:00 PM,67.49,4.15,8.03,15.97,43.49,34.36,1
5/15/2020 1:00:00 PM,67.65,4.16,8.07,16.05,43.53,34.43,1
5/15/2020 12:00:00 PM,67.81,4.18,8.12,16.12,43.57,34.54,1
5/15/2020 11:00:00 AM,67.97,4.21,8.16,16.19,43.62,34.64,1
5/15/2020 10:00:00 AM,68.09,4.23,8.2,16.24,43.65,34.72,1
5/15/2020 9:00:00 AM,68.17,4.24,8.22,16.27,43.68,34.79,1
5/15/2020 8:00:00 AM,68.23,4.25,8.23,16.3,43.7,34.84,1
5/15/2020 7:00:00 AM,68.25,4.26,8.23,16.31,43.71,34.86,1
5/15/2020 6:00:00 AM,68.26,4.25,8.23,16.32,43.72,34.86,1
5/15/2020 5:00:00 AM,68.27,4.25,8.23,16.32,43.72,34.85,1
5/15/2020 4:00:00 AM,68.28,4.25,8.23,16.32,43.73,34.83,1
5/15/2020 3:00:00 AM,68.29,4.25,8.23,16.33,43.73,34.82,1
5/15/2020 2:00:00 AM,68.29,4.25,8.22,16.33,43.73,34.8,1
5/15/2020 1:00:00 AM,68.28,4.25,8.22,16.33,43.73,34.77,1
5/15/2020 12:00:00 AM,68.29,4.26,8.22,16.33,43.74,34.75,1
5/14/2020 11:00:00 PM,68.29,4.26,8.22,16.33,43.74,34.71,1
5/14/2020 10:00:00 PM,68.29,4.27,8.21,16.34,43.75,34.69,1
5/14/2020 9:00:00 PM,68.3,4.27,8.21,16.34,43.75,34.65,1
5/14/2020 8:00:00 PM,68.3,4.27,8.2,16.34,43.75,34.59,1
5/14/2020 7:00:00 PM,68.31,4.27,8.2,16.35,43.76,34.53,1
5/14/2020 6:00:00 PM,68.35,4.27,8.19,16.37,43.79,34.49,1
