Agri-Park East SMP,Irrigation Zone 16" - 36",Soil Moisture 8",Soil Moisture 16",Soil Moisture 28",Soil Moisture 36",Soil Moisture 48",Soil Moisture 56",Pressure Switch - Calculated
4/29/2020 6:00:00 AM,219.92,54.72,69.47,75.21,75.24,70.9,86,0
4/29/2020 5:00:00 AM,219.93,54.78,69.47,75.23,75.23,70.9,86.01,0
4/29/2020 4:00:00 AM,219.95,54.81,69.47,75.24,75.24,70.89,86,0
4/29/2020 3:00:00 AM,219.95,54.87,69.46,75.24,75.24,70.88,86,0
4/29/2020 2:00:00 AM,219.97,54.93,69.45,75.27,75.25,70.89,86.01,0
4/29/2020 1:00:00 AM,219.97,54.97,69.44,75.29,75.24,70.87,86.01,0
4/29/2020 12:00:00 AM,220,55.03,69.43,75.32,75.25,70.87,86.01,0
4/28/2020 11:00:00 PM,220,55.05,69.42,75.33,75.25,70.86,86.01,0
4/28/2020 10:00:00 PM,220,55.07,69.39,75.35,75.26,70.85,86.01,0
4/28/2020 9:00:00 PM,220.04,55.05,69.39,75.38,75.27,70.85,86.01,0
4/28/2020 8:00:00 PM,220.1,55.04,69.4,75.42,75.28,70.83,86.01,0
4/28/2020 7:00:00 PM,220.19,55.02,69.41,75.47,75.32,70.82,86,0
4/28/2020 6:00:00 PM,220.37,55.04,69.52,75.5,75.35,70.8,86,0.333
4/28/2020 5:00:00 PM,220.72,55.2,69.73,75.57,75.41,70.79,85.98,1
4/28/2020 4:00:00 PM,221.26,55.55,70.1,75.67,75.49,70.8,85.96,1
4/28/2020 3:00:00 PM,221.91,56.01,70.56,75.77,75.58,70.8,85.95,1
4/28/2020 2:00:00 PM,222.52,56.42,71.01,75.85,75.66,70.82,85.93,0.333
4/28/2020 1:00:00 PM,223.13,56.9,71.45,75.93,75.74,70.85,85.94,0
4/28/2020 12:00:00 PM,223.85,57.42,71.99,76.04,75.82,70.85,85.94,0
4/28/2020 11:00:00 AM,224.51,57.92,72.5,76.13,75.88,70.87,85.93,0
4/28/2020 10:00:00 AM,225.15,58.39,72.97,76.22,75.95,70.87,85.92,0
4/28/2020 9:00:00 AM,225.7,58.83,73.4,76.3,76,70.86,85.92,0
4/28/2020 8:00:00 AM,226.07,59.2,73.7,76.34,76.02,70.86,85.92,0
4/28/2020 7:00:00 AM,226.4,59.52,73.98,76.38,76.05,70.87,85.91,0
4/28/2020 6:00:00 AM,226.55,59.72,74.1,76.41,76.05,70.85,85.92,0
4/28/2020 5:00:00 AM,226.6,59.8,74.14,76.41,76.05,70.85,85.91,0
4/28/2020 4:00:00 AM,226.66,59.9,74.17,76.43,76.05,70.85,85.92,0
4/28/2020 3:00:00 AM,226.68,59.95,74.2,76.43,76.05,70.85,85.92,0
4/28/2020 2:00:00 AM,226.72,60.01,74.2,76.46,76.06,70.85,85.92,0
4/28/2020 1:00:00 AM,226.76,60.1,74.22,76.48,76.06,70.84,85.9,0
4/28/2020 12:00:00 AM,226.78,60.15,74.22,76.49,76.07,70.83,85.92,0
