Balthazar Prunes SMP,Irrigation Zone 16"-36",Soil Moisture 8",Soil Moisture 16",Soil Moisture 28",Soil Moisture 36",Soil Moisture 48",Soil Moisture 56",Dwyer Pressure Sensor 0-100,Pressure Switch - Calculated
5/21/2020 6:00:00 PM,215.13,48.37,61.81,79.45,73.87,90.07,90.1,-0.09,0
5/21/2020 5:00:00 PM,215.21,48.32,61.87,79.47,73.87,90.07,90.1,-0.13,0
5/21/2020 4:00:00 PM,215.36,48.36,61.95,79.53,73.88,90.08,90.11,-0.13,0
5/21/2020 3:00:00 PM,215.55,48.44,62.07,79.6,73.89,90.08,90.1,-0.13,0
5/21/2020 2:00:00 PM,215.72,48.52,62.16,79.66,73.9,90.09,90.1,-0.08,0
5/21/2020 1:00:00 PM,215.86,48.62,62.25,79.71,73.9,90.09,90.1,-0.06,0
5/21/2020 12:00:00 PM,216.05,48.72,62.35,79.78,73.92,90.1,90.12,-0.03,0
5/21/2020 11:00:00 AM,216.19,48.82,62.44,79.82,73.93,90.1,90.11,-0.03,0
5/21/2020 10:00:00 AM,216.31,48.94,62.5,79.88,73.92,90.1,90.11,-0.01,0
5/21/2020 9:00:00 AM,216.44,49.03,62.56,79.93,73.94,90.11,90.13,0,0
5/21/2020 8:00:00 AM,216.54,49.11,62.61,79.98,73.96,90.1,90.12,0.05,0
5/21/2020 7:00:00 AM,216.58,49.15,62.62,80.01,73.95,90.12,90.13,0.05,0
5/21/2020 6:00:00 AM,216.58,49.19,62.62,80.01,73.95,90.12,90.13,0.05,0
5/21/2020 5:00:00 AM,216.58,49.21,62.61,80.01,73.95,90.11,90.13,0.01,0
5/21/2020 4:00:00 AM,216.58,49.2,62.61,80.01,73.96,90.11,90.13,0.05,0
5/21/2020 3:00:00 AM,216.53,49.23,62.59,79.99,73.95,90.11,90.13,0.04,0
5/21/2020 2:00:00 AM,216.55,49.23,62.61,80,73.95,90.12,90.13,-0.03,0
5/21/2020 1:00:00 AM,216.52,49.24,62.59,79.99,73.94,90.12,90.13,0.01,0
5/21/2020 12:00:00 AM,216.5,49.24,62.57,79.99,73.94,90.12,90.13,0,0
5/20/2020 11:00:00 PM,216.48,49.23,62.57,79.97,73.94,90.12,90.13,-0.01,0
5/20/2020 10:00:00 PM,216.47,49.22,62.56,79.98,73.94,90.11,90.13,-0.04,0
5/20/2020 9:00:00 PM,216.46,49.16,62.56,79.96,73.94,90.11,90.14,-0.03,0
5/20/2020 8:00:00 PM,216.45,49.11,62.56,79.96,73.93,90.11,90.13,-0.04,0
5/20/2020 7:00:00 PM,216.46,49.04,62.56,79.96,73.94,90.11,90.13,-0.07,0
5/20/2020 6:00:00 PM,216.52,48.95,62.59,79.99,73.94,90.11,90.13,-0.07,0
5/20/2020 5:00:00 PM,216.64,48.92,62.67,80.03,73.94,90.13,90.14,-0.13,0
5/20/2020 4:00:00 PM,216.77,48.97,62.74,80.09,73.94,90.13,90.13,-0.13,0
5/20/2020 3:00:00 PM,216.91,49.03,62.84,80.13,73.94,90.13,90.13,-0.08,0
5/20/2020 2:00:00 PM,217.09,49.13,62.92,80.21,73.96,90.13,90.14,-0.07,0
5/20/2020 1:00:00 PM,217.23,49.21,63.02,80.25,73.96,90.13,90.14,-0.02,0
5/20/2020 12:00:00 PM,217.39,49.31,63.09,80.32,73.98,90.15,90.14,0,0
5/20/2020 11:00:00 AM,217.49,49.4,63.16,80.37,73.96,90.15,90.15,-0.01,0
5/20/2020 10:00:00 AM,217.61,49.49,63.22,80.43,73.96,90.15,90.14,0,0
5/20/2020 9:00:00 AM,217.7,49.56,63.26,80.47,73.96,90.16,90.15,0.03,0
5/20/2020 8:00:00 AM,217.78,49.62,63.29,80.52,73.97,90.15,90.15,0.05,0
5/20/2020 7:00:00 AM,217.83,49.65,63.32,80.53,73.98,90.15,90.15,0.05,0
5/20/2020 6:00:00 AM,217.84,49.69,63.31,80.55,73.98,90.13,90.15,0.06,0
5/20/2020 5:00:00 AM,217.86,49.69,63.33,80.55,73.98,90.14,90.15,0.04,0
5/20/2020 4:00:00 AM,217.83,49.71,63.31,80.54,73.98,90.15,90.15,0.05,0
5/20/2020 3:00:00 AM,217.83,49.73,63.32,80.54,73.97,90.14,90.14,0.05,0
5/20/2020 2:00:00 AM,217.85,49.75,63.34,80.55,73.97,90.14,90.15,0.01,0
5/20/2020 1:00:00 AM,217.82,49.76,63.32,80.53,73.97,90.15,90.14,0.04,0
5/20/2020 12:00:00 AM,217.82,49.76,63.32,80.54,73.96,90.14,90.15,0.03,0
5/19/2020 11:00:00 PM,217.81,49.75,63.3,80.53,73.98,90.14,90.15,0,0
5/19/2020 10:00:00 PM,217.8,49.71,63.31,80.52,73.97,90.14,90.13,-0.01,0
5/19/2020 9:00:00 PM,217.77,49.67,63.28,80.52,73.97,90.14,90.14,-0.02,0
5/19/2020 8:00:00 PM,217.79,49.62,63.31,80.51,73.97,90.15,90.15,-0.02,0
5/19/2020 7:00:00 PM,217.8,49.55,63.33,80.51,73.96,90.13,90.15,-0.04,0
5/19/2020 6:00:00 PM,217.9,49.49,63.37,80.55,73.98,90.15,90.15,-0.06,0
5/19/2020 5:00:00 PM,218.01,49.48,63.42,80.59,73.99,90.15,90.15,-0.08,0
5/19/2020 4:00:00 PM,218.15,49.52,63.52,80.64,73.99,90.15,90.15,-0.08,0
5/19/2020 3:00:00 PM,218.3,49.59,63.6,80.7,74,90.15,90.15,-0.06,0
5/19/2020 2:00:00 PM,218.47,49.69,63.71,80.76,74,90.16,90.16,-0.04,0
5/19/2020 1:00:00 PM,218.63,49.77,63.8,80.82,74.01,90.16,90.15,-0.01,0
5/19/2020 12:00:00 PM,218.75,49.85,63.88,80.86,74.01,90.17,90.16,0,0
5/19/2020 11:00:00 AM,218.92,49.94,63.96,80.93,74.03,90.16,90.18,0.01,0
5/19/2020 10:00:00 AM,219.05,50.02,64.03,80.98,74.03,90.16,90.16,0.04,0
5/19/2020 9:00:00 AM,219.14,50.09,64.09,81.02,74.03,90.17,90.15,0.06,0
5/19/2020 8:00:00 AM,219.22,50.09,64.13,81.05,74.04,90.17,90.16,0.08,0
5/19/2020 7:00:00 AM,219.27,50.16,64.16,81.07,74.04,90.17,90.16,0.07,0
5/19/2020 6:00:00 AM,219.28,50.18,64.16,81.08,74.04,90.17,90.16,0.08,0
5/19/2020 5:00:00 AM,219.29,50.2,64.17,81.08,74.04,90.17,90.16,0.08,0
5/19/2020 4:00:00 AM,219.29,50.21,64.17,81.08,74.04,90.17,90.16,0.07,0
5/19/2020 3:00:00 AM,219.28,50.23,64.18,81.08,74.03,90.17,90.16,0.05,0
5/19/2020 2:00:00 AM,219.29,50.25,64.2,81.07,74.03,90.16,90.17,0.06,0
5/19/2020 1:00:00 AM,219.28,50.27,64.19,81.06,74.03,90.16,90.16,0.08,0
5/19/2020 12:00:00 AM,219.29,50.28,64.2,81.07,74.03,90.17,90.15,0.07,0
5/18/2020 11:00:00 PM,219.3,50.29,64.2,81.06,74.03,90.17,90.16,0.05,0
5/18/2020 10:00:00 PM,219.29,50.31,64.21,81.05,74.03,90.16,90.15,0.05,0
5/18/2020 9:00:00 PM,219.3,50.3,64.21,81.06,74.03,90.16,90.17,0.03,0
5/18/2020 8:00:00 PM,219.29,50.28,64.21,81.06,74.02,90.16,90.15,0.04,0
5/18/2020 7:00:00 PM,219.28,50.25,64.23,81.04,74.02,90.16,90.17,0.04,0
5/18/2020 6:00:00 PM,219.31,50.23,64.25,81.04,74.03,90.16,90.16,0,0
5/18/2020 5:00:00 PM,219.36,50.17,64.28,81.06,74.02,90.17,90.16,0,0
5/18/2020 4:00:00 PM,219.44,50.18,64.34,81.08,74.03,90.16,90.15,-0.02,0
5/18/2020 3:00:00 PM,219.55,50.26,64.4,81.12,74.03,90.16,90.14,-0.01,0
5/18/2020 2:00:00 PM,219.7,50.33,64.48,81.17,74.04,90.17,90.15,0,0
5/18/2020 1:00:00 PM,219.81,50.38,64.56,81.22,74.03,90.17,90.16,0.03,0
5/18/2020 12:00:00 PM,219.87,50.36,64.59,81.24,74.04,90.17,90.16,0.01,0
5/18/2020 11:00:00 AM,220,50.46,64.67,81.29,74.04,90.16,90.16,0.01,0
5/18/2020 10:00:00 AM,220.13,50.54,64.75,81.33,74.05,90.17,90.16,0.04,0
5/18/2020 9:00:00 AM,220.24,50.62,64.82,81.37,74.05,90.17,90.16,0.05,0
5/18/2020 8:00:00 AM,220.29,50.67,64.84,81.4,74.05,90.17,90.16,0.05,0
5/18/2020 7:00:00 AM,220.3,50.7,64.86,81.39,74.05,90.16,90.17,0.06,0
5/18/2020 6:00:00 AM,220.32,50.72,64.88,81.39,74.05,90.16,90.17,0.08,0
5/18/2020 5:00:00 AM,220.33,50.75,64.9,81.39,74.04,90.16,90.16,0.05,0
5/18/2020 4:00:00 AM,220.32,50.78,64.89,81.39,74.04,90.16,90.14,0.05,0
5/18/2020 3:00:00 AM,220.31,50.77,64.88,81.37,74.05,90.14,90.14,0.05,0
5/18/2020 2:00:00 AM,220.3,50.76,64.89,81.37,74.04,90.16,90.16,0.05,0
5/18/2020 1:00:00 AM,220.33,50.77,64.9,81.39,74.04,90.15,90.18,0.06,0
5/18/2020 12:00:00 AM,220.33,50.77,64.91,81.38,74.04,90.17,90.17,0.02,0
5/17/2020 11:00:00 PM,220.33,50.78,64.92,81.37,74.04,90.16,90.18,0.03,0
5/17/2020 10:00:00 PM,220.34,50.78,64.92,81.38,74.04,90.16,90.17,0.05,0
5/17/2020 9:00:00 PM,220.33,50.76,64.93,81.36,74.04,90.16,90.17,0.01,0
5/17/2020 8:00:00 PM,220.35,50.73,64.95,81.36,74.04,90.15,90.17,0,0
5/17/2020 7:00:00 PM,220.38,50.7,64.98,81.36,74.03,90.14,90.17,0,0
5/17/2020 6:00:00 PM,220.49,50.74,65.05,81.4,74.04,90.16,90.18,0,0
5/17/2020 5:00:00 PM,220.6,50.76,65.11,81.44,74.04,90.15,90.18,0,0
5/17/2020 4:00:00 PM,220.74,50.83,65.21,81.48,74.05,90.15,90.18,-0.01,0
5/17/2020 3:00:00 PM,220.89,50.98,65.32,81.52,74.05,90.15,90.19,-0.02,0
5/17/2020 2:00:00 PM,221.1,51.18,65.45,81.59,74.06,90.16,90.18,-0.01,0
5/17/2020 1:00:00 PM,221.28,51.35,65.56,81.64,74.08,90.14,90.19,0,0
5/17/2020 12:00:00 PM,221.43,51.48,65.66,81.69,74.08,90.15,90.18,0,0
5/17/2020 11:00:00 AM,221.54,51.57,65.72,81.73,74.09,90.15,90.17,0,0
5/17/2020 10:00:00 AM,221.65,51.65,65.79,81.77,74.09,90.15,90.17,0.02,0
5/17/2020 9:00:00 AM,221.69,51.7,65.83,81.78,74.08,90.16,90.18,0.04,0
5/17/2020 8:00:00 AM,221.7,51.73,65.83,81.78,74.08,90.13,90.18,0.05,0
5/17/2020 7:00:00 AM,221.71,51.75,65.84,81.77,74.09,90.13,90.17,0.05,0
5/17/2020 6:00:00 AM,221.69,51.76,65.84,81.76,74.09,90.13,90.17,0.05,0
5/17/2020 5:00:00 AM,221.69,51.75,65.84,81.77,74.08,90.13,90.18,0,0
5/17/2020 4:00:00 AM,221.7,51.78,65.84,81.77,74.09,90.11,90.18,0,0
5/17/2020 3:00:00 AM,221.66,51.79,65.82,81.76,74.08,90.12,90.18,0.01,0
5/17/2020 2:00:00 AM,221.67,51.8,65.83,81.76,74.08,90.1,90.18,0.03,0
