Buttehouse Prunes Northwest SMP 1,Irrigation Zone 16"-36",Soil Moisture 12",Soil Moisture 16",Soil Moisture 20",Soil Moisture 36",Soil Moisture 48",Pressure Switch Port B
4/26/2020 8:00:00 PM,116.27,20.49,28.17,38.65,49.44,35.94,1
4/26/2020 7:00:00 PM,116.27,20.5,28.16,38.65,49.45,35.93,1
4/26/2020 6:00:00 PM,116.38,20.55,28.22,38.69,49.47,35.92,1
4/26/2020 5:00:00 PM,116.54,20.61,28.31,38.75,49.47,35.92,1
4/26/2020 4:00:00 PM,116.91,20.79,28.53,38.9,49.48,35.91,1
4/26/2020 3:00:00 PM,117.32,20.97,28.77,39.06,49.48,35.92,1
4/26/2020 2:00:00 PM,117.75,21.15,29.04,39.23,49.48,35.92,1
4/26/2020 1:00:00 PM,118.21,21.37,29.34,39.4,49.47,35.92,1
4/26/2020 12:00:00 PM,118.68,21.62,29.64,39.57,49.47,35.93,1
4/26/2020 11:00:00 AM,119.14,21.87,29.94,39.72,49.47,35.94,1
4/26/2020 10:00:00 AM,119.52,22.07,30.2,39.84,49.48,35.95,1
4/26/2020 9:00:00 AM,119.82,22.25,30.41,39.93,49.49,35.95,1
4/26/2020 8:00:00 AM,120.07,22.38,30.55,40,49.52,35.95,1
4/26/2020 7:00:00 AM,120.18,22.43,30.62,40.04,49.52,35.96,1
4/26/2020 6:00:00 AM,120.21,22.35,30.62,40.07,49.52,35.96,1
4/26/2020 5:00:00 AM,120.24,22.34,30.64,40.08,49.51,35.96,1
4/26/2020 4:00:00 AM,120.26,22.32,30.65,40.1,49.5,35.96,1
4/26/2020 3:00:00 AM,120.28,22.32,30.67,40.11,49.5,35.95,1
4/26/2020 2:00:00 AM,120.28,22.32,30.68,40.11,49.49,35.95,1
4/26/2020 1:00:00 AM,120.28,22.34,30.69,40.11,49.48,35.95,1
4/26/2020 12:00:00 AM,120.28,22.34,30.7,40.11,49.46,35.94,1
4/25/2020 11:00:00 PM,120.27,22.37,30.71,40.11,49.45,35.94,1
4/25/2020 10:00:00 PM,120.25,22.39,30.71,40.1,49.44,35.94,1
4/25/2020 9:00:00 PM,120.22,22.4,30.69,40.09,49.43,35.93,1
4/25/2020 8:00:00 PM,120.18,22.42,30.68,40.08,49.42,35.92,1
4/25/2020 7:00:00 PM,120.16,22.44,30.66,40.08,49.42,35.92,1
4/25/2020 6:00:00 PM,120.21,22.46,30.7,40.09,49.42,35.91,1
4/25/2020 5:00:00 PM,120.38,22.53,30.81,40.14,49.43,35.89,1
4/25/2020 4:00:00 PM,120.71,22.67,31.03,40.24,49.43,35.89,1
4/25/2020 3:00:00 PM,121.08,22.83,31.29,40.35,49.44,35.88,1
4/25/2020 2:00:00 PM,121.47,22.99,31.57,40.46,49.45,35.89,1
4/25/2020 1:00:00 PM,121.92,23.17,31.88,40.58,49.46,35.89,1
4/25/2020 12:00:00 PM,122.35,23.36,32.19,40.69,49.47,35.9,1
4/25/2020 11:00:00 AM,122.73,23.54,32.47,40.78,49.48,35.91,1
4/25/2020 10:00:00 AM,123.05,23.69,32.72,40.85,49.48,35.91,1
4/25/2020 9:00:00 AM,123.32,23.8,32.9,40.91,49.5,35.92,1
4/25/2020 8:00:00 AM,123.51,23.84,33.02,40.96,49.52,35.94,1
4/25/2020 7:00:00 AM,123.6,23.85,33.08,41,49.53,35.95,1
4/25/2020 6:00:00 AM,123.64,23.82,33.1,41.01,49.52,35.95,1
4/25/2020 5:00:00 AM,123.67,23.83,33.13,41.02,49.52,35.94,1
4/25/2020 4:00:00 AM,123.69,23.85,33.15,41.03,49.51,35.94,1
4/25/2020 3:00:00 AM,123.71,23.84,33.16,41.03,49.51,35.94,1
4/25/2020 2:00:00 AM,123.72,23.83,33.18,41.04,49.5,35.94,1
4/25/2020 1:00:00 AM,123.72,23.84,33.19,41.04,49.49,35.94,1
4/25/2020 12:00:00 AM,123.72,23.84,33.2,41.04,49.48,35.94,1
4/24/2020 11:00:00 PM,123.72,23.83,33.2,41.04,49.48,35.94,1
4/24/2020 10:00:00 PM,123.71,23.83,33.2,41.04,49.47,35.93,1
4/24/2020 9:00:00 PM,123.69,23.82,33.19,41.04,49.47,35.93,1
4/24/2020 8:00:00 PM,123.68,23.83,33.17,41.04,49.46,35.93,1
4/24/2020 7:00:00 PM,123.71,23.84,33.19,41.05,49.47,35.93,1
4/24/2020 6:00:00 PM,123.81,23.84,33.25,41.08,49.47,35.92,1
4/24/2020 5:00:00 PM,123.99,23.86,33.38,41.14,49.47,35.91,1
4/24/2020 4:00:00 PM,124.25,23.88,33.56,41.22,49.47,35.91,1
4/24/2020 3:00:00 PM,124.57,23.9,33.78,41.32,49.47,35.92,1
4/24/2020 2:00:00 PM,124.91,23.89,34.01,41.42,49.48,35.92,1
4/24/2020 1:00:00 PM,125.3,23.89,34.27,41.55,49.48,35.93,1
4/24/2020 12:00:00 PM,125.67,23.85,34.5,41.68,49.49,35.93,1
4/24/2020 11:00:00 AM,126.03,23.8,34.73,41.81,49.49,35.94,1
4/24/2020 10:00:00 AM,126.28,23.65,34.88,41.9,49.5,35.95,1
4/24/2020 9:00:00 AM,126.06,23.3,34.69,41.83,49.53,35.96,1
4/24/2020 8:00:00 AM,125.05,22.72,34.06,41.44,49.55,35.97,1
4/24/2020 7:00:00 AM,123.42,22.02,33.17,40.7,49.56,35.97,1
4/24/2020 6:00:00 AM,121.15,21.15,31.89,39.71,49.56,35.99,1
4/24/2020 5:00:00 AM,118.75,20.12,30.62,38.59,49.54,35.99,1
4/24/2020 4:00:00 AM,116.45,19.24,29.3,37.63,49.52,35.99,1
4/24/2020 3:00:00 AM,114.15,18.36,27.81,36.85,49.49,36,1
4/24/2020 2:00:00 AM,112.35,17.37,26.38,36.51,49.47,36,1
4/24/2020 1:00:00 AM,111.12,16.45,25.34,36.33,49.46,36,1
4/24/2020 12:00:00 AM,109.91,15.99,24.29,36.18,49.45,35.99,1
4/23/2020 11:00:00 PM,108.86,15.73,23.38,36.04,49.43,36,1
4/23/2020 10:00:00 PM,107.31,15.48,22,35.9,49.41,36.01,1
4/23/2020 9:00:00 PM,105.3,15.26,20.17,35.74,49.4,36.01,1
4/23/2020 8:00:00 PM,104.7,15.07,19.75,35.55,49.41,36.03,1
4/23/2020 7:00:00 PM,104.29,14.9,19.53,35.34,49.43,36.03,1
4/23/2020 6:00:00 PM,104.07,14.76,19.39,35.23,49.45,36.03,1
4/23/2020 5:00:00 PM,103.93,14.67,19.32,35.15,49.46,36.04,1
4/23/2020 4:00:00 PM,103.89,14.61,19.3,35.13,49.47,36.04,1
4/23/2020 3:00:00 PM,103.87,14.52,19.28,35.1,49.48,36.05,1
4/23/2020 2:00:00 PM,103.95,14.51,19.33,35.13,49.49,36.06,1
4/23/2020 1:00:00 PM,104.15,14.6,19.43,35.22,49.49,36.07,1
4/23/2020 12:00:00 PM,104.36,14.7,19.54,35.31,49.5,36.08,1
4/23/2020 11:00:00 AM,104.56,14.8,19.65,35.4,49.5,36.09,1
4/23/2020 10:00:00 AM,104.78,14.93,19.77,35.5,49.51,36.09,1
4/23/2020 9:00:00 AM,104.97,15.05,19.88,35.58,49.51,36.1,1
4/23/2020 8:00:00 AM,105.11,15.14,19.94,35.66,49.51,36.12,1
4/23/2020 7:00:00 AM,105.19,15.2,19.98,35.7,49.51,36.14,1
4/23/2020 6:00:00 AM,105.22,15.22,20,35.72,49.5,36.15,1
4/23/2020 5:00:00 AM,105.22,15.24,20,35.71,49.5,36.15,1
4/23/2020 4:00:00 AM,105.2,15.26,20,35.7,49.5,36.15,1
4/23/2020 3:00:00 AM,105.19,15.28,19.99,35.7,49.5,36.15,1
4/23/2020 2:00:00 AM,105.18,15.29,19.99,35.69,49.49,36.15,1
4/23/2020 1:00:00 AM,105.15,15.31,19.98,35.68,49.49,36.15,1
4/23/2020 12:00:00 AM,105.11,15.32,19.97,35.65,49.49,36.15,1
4/22/2020 11:00:00 PM,105.06,15.33,19.95,35.63,49.48,36.15,1
4/22/2020 10:00:00 PM,105.02,15.33,19.92,35.61,49.48,36.16,1
4/22/2020 9:00:00 PM,104.96,15.34,19.89,35.59,49.48,36.15,1
4/22/2020 8:00:00 PM,104.91,15.34,19.86,35.57,49.48,36.16,1
4/22/2020 7:00:00 PM,104.88,15.33,19.83,35.55,49.49,36.17,1
4/22/2020 6:00:00 PM,104.86,15.32,19.81,35.54,49.5,36.16,1
4/22/2020 5:00:00 PM,104.89,15.32,19.82,35.56,49.5,36.15,1
4/22/2020 4:00:00 PM,104.96,15.33,19.85,35.6,49.51,36.17,1
4/22/2020 3:00:00 PM,105.03,15.34,19.89,35.63,49.51,36.17,1
4/22/2020 2:00:00 PM,105.13,15.36,19.94,35.67,49.52,36.19,1
4/22/2020 1:00:00 PM,105.22,15.39,19.99,35.7,49.53,36.2,1
4/22/2020 12:00:00 PM,105.28,15.41,20.02,35.72,49.54,36.22,1
4/22/2020 11:00:00 AM,105.29,15.4,20.03,35.7,49.55,36.24,1
4/22/2020 10:00:00 AM,105.19,15.34,19.98,35.64,49.58,36.25,1
4/22/2020 9:00:00 AM,104.88,15.16,19.81,35.44,49.63,36.27,1
4/22/2020 8:00:00 AM,104.58,15.02,19.64,35.27,49.68,36.29,1
4/22/2020 7:00:00 AM,104.34,14.92,19.52,35.13,49.68,36.31,1
4/22/2020 6:00:00 AM,104.18,14.82,19.45,35.05,49.68,36.31,1
4/22/2020 5:00:00 AM,104.15,14.76,19.44,35.05,49.67,36.31,1
4/22/2020 4:00:00 AM,104.14,14.73,19.43,35.04,49.66,36.31,1
4/22/2020 3:00:00 AM,104.12,14.71,19.43,35.04,49.66,36.31,1
4/22/2020 2:00:00 AM,104.1,14.68,19.42,35.03,49.65,36.32,1
4/22/2020 1:00:00 AM,104.07,14.67,19.42,35.01,49.64,36.32,1
4/22/2020 12:00:00 AM,104.04,14.67,19.41,34.99,49.64,36.32,1
