Home Walnuts WS,Irrigation Zone 24"-48",Soil Moisture 12",Soil Moisture 24",Soil Moisture 36",Soil Moisture 48",Soil Moisture 60",Pressure Switch - Calculated
4/22/2020 1:00:00 PM,126.11,28.95,38.92,44.26,42.93,35.63,0
4/22/2020 12:00:00 PM,126.13,28.91,38.92,44.27,42.94,35.63,0
4/22/2020 11:00:00 AM,126.15,28.9,38.93,44.28,42.94,35.63,0
4/22/2020 10:00:00 AM,126.16,28.88,38.93,44.29,42.94,35.62,0
4/22/2020 9:00:00 AM,126.19,28.89,38.94,44.3,42.95,35.62,0
4/22/2020 8:00:00 AM,126.19,28.91,38.94,44.31,42.95,35.62,0
4/22/2020 7:00:00 AM,126.19,28.94,38.93,44.31,42.95,35.62,0
4/22/2020 6:00:00 AM,126.18,28.99,38.93,44.31,42.95,35.62,0
4/22/2020 5:00:00 AM,126.18,29.01,38.93,44.31,42.95,35.62,0
4/22/2020 4:00:00 AM,126.18,29.06,38.93,44.31,42.95,35.62,0
4/22/2020 3:00:00 AM,126.18,29.1,38.93,44.31,42.95,35.63,0
4/22/2020 2:00:00 AM,126.18,29.14,38.93,44.31,42.94,35.63,0
4/22/2020 1:00:00 AM,126.17,29.17,38.92,44.31,42.94,35.63,0
4/22/2020 12:00:00 AM,126.16,29.19,38.92,44.31,42.94,35.63,0
