Agri-Park East Pump,Flow Total 1,Avg Flow 1
5/21/2020 11:00:00 AM,596.6,879
5/21/2020 10:00:00 AM,596.4,880.5
5/21/2020 9:00:00 AM,596.3,884
5/21/2020 8:00:00 AM,596.1,882
5/21/2020 7:00:00 AM,596,885
5/21/2020 6:00:00 AM,595.8,888
5/21/2020 5:00:00 AM,595.6,888
5/21/2020 4:00:00 AM,595.5,888
5/21/2020 3:00:00 AM,595.3,888
5/21/2020 2:00:00 AM,595.1,888
5/21/2020 1:00:00 AM,595,888
5/21/2020 12:00:00 AM,594.8,889.5
5/20/2020 11:00:00 PM,594.7,892.5
5/20/2020 10:00:00 PM,594.5,894
5/20/2020 9:00:00 PM,594.3,894
5/20/2020 8:00:00 PM,594.2,894
5/20/2020 7:00:00 PM,594,894
5/20/2020 6:00:00 PM,593.8,894
5/20/2020 5:00:00 PM,593.6,898
5/20/2020 4:00:00 PM,593.5,904
5/20/2020 3:00:00 PM,593.3,139.5
5/20/2020 2:00:00 PM,593.3,0
5/20/2020 1:00:00 PM,593.3,0
5/20/2020 12:00:00 PM,593.3,0
5/20/2020 11:00:00 AM,593.3,0
5/20/2020 10:00:00 AM,593.3,0
5/20/2020 9:00:00 AM,593.3,0
5/20/2020 8:00:00 AM,593.3,0
5/20/2020 7:00:00 AM,593.3,0
5/20/2020 6:00:00 AM,593.3,0
5/20/2020 5:00:00 AM,593.3,0
5/20/2020 4:00:00 AM,593.3,0
5/20/2020 3:00:00 AM,593.3,0
5/20/2020 2:00:00 AM,593.3,0
5/20/2020 1:00:00 AM,593.3,0
5/20/2020 12:00:00 AM,593.3,0
5/19/2020 11:00:00 PM,593.3,0
5/19/2020 10:00:00 PM,593.3,0
5/19/2020 9:00:00 PM,593.3,0
5/19/2020 8:00:00 PM,593.3,0
5/19/2020 7:00:00 PM,593.3,0
5/19/2020 6:00:00 PM,593.3,0
5/19/2020 5:00:00 PM,593.3,0
5/19/2020 4:00:00 PM,593.3,0
5/19/2020 3:00:00 PM,593.3,0
5/19/2020 2:00:00 PM,593.3,0
5/19/2020 1:00:00 PM,593.3,0
5/19/2020 12:00:00 PM,593.3,0
5/19/2020 11:00:00 AM,593.3,0
5/19/2020 10:00:00 AM,593.3,0
5/19/2020 9:00:00 AM,593.3,0
5/19/2020 8:00:00 AM,593.3,0
5/19/2020 7:00:00 AM,593.3,0
5/19/2020 6:00:00 AM,593.3,0
5/19/2020 5:00:00 AM,593.3,0
5/19/2020 4:00:00 AM,593.3,0
5/19/2020 3:00:00 AM,593.3,0
5/19/2020 2:00:00 AM,593.3,0
5/19/2020 1:00:00 AM,593.3,0
5/19/2020 12:00:00 AM,593.3,0
5/18/2020 11:00:00 PM,593.3,0
5/18/2020 10:00:00 PM,593.3,0
5/18/2020 9:00:00 PM,593.3,0
5/18/2020 8:00:00 PM,593.3,0
5/18/2020 7:00:00 PM,593.3,0
5/18/2020 6:00:00 PM,593.3,0
5/18/2020 5:00:00 PM,593.3,0
5/18/2020 4:00:00 PM,593.3,0
5/18/2020 3:00:00 PM,593.3,0
5/18/2020 2:00:00 PM,593.3,0
5/18/2020 1:00:00 PM,593.3,0
5/18/2020 12:00:00 PM,593.3,0
5/18/2020 11:00:00 AM,593.3,0
5/18/2020 10:00:00 AM,593.3,0
5/18/2020 9:00:00 AM,593.3,0
5/18/2020 8:00:00 AM,593.3,0
5/18/2020 7:00:00 AM,593.3,0
5/18/2020 6:00:00 AM,593.3,0
5/18/2020 5:00:00 AM,593.3,0
5/18/2020 4:00:00 AM,593.3,0
5/18/2020 3:00:00 AM,593.3,0
5/18/2020 2:00:00 AM,593.3,0
5/18/2020 1:00:00 AM,593.3,0
5/18/2020 12:00:00 AM,593.3,0
5/17/2020 11:00:00 PM,593.3,0
5/17/2020 10:00:00 PM,593.3,0
5/17/2020 9:00:00 PM,593.3,0
5/17/2020 8:00:00 PM,593.3,0
5/17/2020 7:00:00 PM,593.3,0
5/17/2020 6:00:00 PM,593.3,0
5/17/2020 5:00:00 PM,593.3,0
5/17/2020 4:00:00 PM,593.3,0
5/17/2020 3:00:00 PM,593.3,0
5/17/2020 2:00:00 PM,593.3,0
5/17/2020 1:00:00 PM,593.3,0
5/17/2020 12:00:00 PM,593.3,0
5/17/2020 11:00:00 AM,593.3,0
5/17/2020 10:00:00 AM,593.3,0
5/17/2020 9:00:00 AM,593.3,0
5/17/2020 8:00:00 AM,593.3,0
5/17/2020 7:00:00 AM,593.3,0
5/17/2020 6:00:00 AM,593.3,0
5/17/2020 5:00:00 AM,593.3,0
5/17/2020 4:00:00 AM,593.3,0
5/17/2020 3:00:00 AM,593.3,0
5/17/2020 2:00:00 AM,593.3,0
5/17/2020 1:00:00 AM,593.3,0
5/17/2020 12:00:00 AM,593.3,0
5/16/2020 11:00:00 PM,593.3,0
5/16/2020 10:00:00 PM,593.3,0
5/16/2020 9:00:00 PM,593.3,0
5/16/2020 8:00:00 PM,593.3,0
5/16/2020 7:00:00 PM,593.3,0
5/16/2020 6:00:00 PM,593.3,0
5/16/2020 5:00:00 PM,593.3,0
5/16/2020 4:00:00 PM,593.3,0
5/16/2020 3:00:00 PM,593.3,0
5/16/2020 2:00:00 PM,593.3,0
5/16/2020 1:00:00 PM,593.3,0
5/16/2020 12:00:00 PM,593.3,0
5/16/2020 11:00:00 AM,593.3,0
5/16/2020 10:00:00 AM,593.3,0
5/16/2020 9:00:00 AM,593.3,0
5/16/2020 8:00:00 AM,593.3,0
5/16/2020 7:00:00 AM,593.3,0
5/16/2020 6:00:00 AM,593.3,0
5/16/2020 5:00:00 AM,593.3,0
5/16/2020 4:00:00 AM,593.3,0
5/16/2020 3:00:00 AM,593.3,0
5/16/2020 2:00:00 AM,593.3,0
5/16/2020 1:00:00 AM,593.3,0
5/16/2020 12:00:00 AM,593.3,0
5/15/2020 11:00:00 PM,593.3,0
5/15/2020 10:00:00 PM,593.3,0
5/15/2020 9:00:00 PM,593.3,0
5/15/2020 8:00:00 PM,593.3,0
5/15/2020 7:00:00 PM,593.3,0
5/15/2020 6:00:00 PM,593.3,0
5/15/2020 5:00:00 PM,593.3,0
5/15/2020 4:00:00 PM,593.3,0
5/15/2020 3:00:00 PM,593.3,0
